time,s,E1,i,E1---s,E2---i,p,E2
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
1320643700,0,30,0,0,0,2000,50
